0	4	5	0	1	8	0	25	19	10	0	0	0	0	6	2	8	2	0	1	20	0	4	5	1	16	60	0	11	1	51	10	2	11	16	19	7	36	6	13	13	3	23	6	2	0	0	7	7	3	10	10	0	10	1	3	10	0	29	6	19	12	9	2	0	17	11	0	0	2	0	31	8	24	10	10	23	6	20	0	28	1	3	51	2	0	1	0	0	0	2	0	9	0	6	6	0	27	0	6	0	4	0	1	0	16	36	0	22	0	21	0	7	1	20	14	2	18	15	20	18	10	8	0	24	6	0	16	8	13	7	0	4	3	3	10	0	0	22	14	0	0	18	2	2	20	1	18	7	0	21	19	35	0	0	11	9	0	2	6	6	19	14	0	3	11	22	0	25	10	19	9	3	37	0	17	0	0	4	5	26	28	35	0	1	22	0	24	4	0	5	7	0	0	11	19	86	5	1	28	14	7	2	0	57	53	2	19	1	10	13	1	5	33	14	0	0	0	17	16	0	24	6	8	5	25	25	16	0	1	0	1	5	4	45	2	6	5	1	20	15	7	19	23	13	12	10	8	3	0	0	23	0	34	14	16	6	7	0	4	0	0	0	18	9	0	4	3	4	0	3	11	0	10	2	1	1	12	26	0	0	3	2	0	0	0	13	5	12	10	8	3	14	79	0	7	6	44	2	10	4	16	0	0	0	2	9	12	12	5	0	34	6	0	35	2	9	2	0	0	22	98	0	4	0	0	9	13	9	16	57	0	3	0	5	2	0	20	13	13	1	0	23	0	18	12	39	25	69	22	11	5	9	1	13	3	31	17	2	27	0	0	0	15	37	10	0	2	31	1	11	8	0	0	5	0	29	3	17	7	0	6	31	11	5	7	10	2	15	1	13	1	0	8	13	37	6	7	14	23	0	29	17	1	13	5	9	15	1	16	5	18	19	28	4	2	4	1	6	0	36	5	10	0	4	0	8	8	4	15	0	4	1	1	0	5	0	11	0	6	6	0	0	26	0	11	13	0	23	13	0	1	0	23	5	23	15	0	23	0	32	0	1	0	9	9	8	18	1	5	2	0	139	10	9	11	10	2	0	0	11	0	47	1	27	10	24	19	22	15	3	0	46	4	43	2	10	1	6	0	
5	12	4	0	29	45	0	19	3	1	0	4	1	0	1	1	1	17	41	0	9	3	8	16	1	7	10	4	19	2	22	8	0	17	47	0	19	9	5	1	20	0	8	5	0	0	0	47	0	10	16	2	0	20	7	0	38	0	1	1	0	6	19	0	0	23	4	0	2	3	5	5	0	17	13	0	16	8	4	0	5	25	13	35	9	0	2	0	1	0	0	0	6	0	24	19	2	12	0	5	1	35	2	22	0	8	15	0	48	0	2	2	2	1	30	14	1	3	4	25	16	15	1	12	82	5	0	55	26	11	12	26	4	0	1	17	15	2	18	0	0	2	1	5	5	3	0	2	3	3	7	15	33	5	31	7	11	1	0	34	3	7	8	0	6	2	13	0	12	22	12	0	2	52	0	5	0	0	0	0	20	7	30	0	0	21	0	62	1	9	4	10	0	0	12	20	17	21	0	25	29	43	2	0	64	23	3	13	1	9	13	18	4	27	0	0	0	2	9	15	0	36	11	7	0	17	1	9	0	2	0	15	1	9	40	29	5	1	0	59	2	23	26	45	9	2	11	27	8	0	0	10	4	1	7	24	9	5	1	0	0	9	1	5	1	1	1	9	12	0	4	17	7	8	7	0	1	41	50	0	10	15	6	0	1	1	23	2	1	0	0	17	6	28	32	1	0	2	5	9	2	8	0	0	0	7	7	6	11	3	0	29	13	0	68	1	3	5	0	0	4	5	11	6	2	0	24	6	1	6	9	6	2	4	5	14	5	29	56	3	6	0	4	8	14	9	6	6	58	2	1	0	3	4	0	0	3	9	0	4	22	6	1	9	41	7	19	6	20	1	58	3	4	0	3	0	18	1	23	1	0	4	16	11	0	35	11	12	26	15	14	14	0	9	20	1	1	12	5	26	22	3	6	0	16	12	26	3	0	54	5	7	21	17	4	7	0	4	47	0	13	24	5	0	30	0	13	0	16	29	0	5	7	2	23	2	0	2	19	2	8	0	0	8	0	74	7	9	26	18	1	5	0	10	0	14	0	0	9	1	13	0	0	0	37	3	10	8	0	13	9	0	18	4	9	19	26	22	8	0	0	0	19	2	21	25	4	24	5	0	0	5	6	9	28	3	30	7	13	0	
33	1	0	0	15	0	10	26	2	17	14	3	0	1	35	4	10	28	29	13	7	15	9	4	11	10	0	3	17	5	0	0	3	0	3	7	11	7	8	1	6	0	20	22	4	6	0	8	2	1	3	1	1	18	2	2	10	1	7	6	2	7	19	1	3	20	13	0	5	0	5	20	5	8	12	5	24	21	13	0	4	20	35	63	6	0	1	0	3	0	34	5	2	0	0	0	1	59	0	10	7	3	3	9	0	6	7	2	2	0	12	1	0	33	18	3	1	0	20	17	3	19	14	0	12	2	0	3	4	14	3	18	1	6	11	14	7	7	10	4	0	11	4	5	2	8	14	22	30	29	13	11	29	5	28	13	11	0	0	0	19	2	24	11	13	4	9	1	19	8	1	10	10	17	4	10	1	6	0	7	29	23	1	0	0	5	3	21	1	26	9	6	0	2	70	2	2	3	0	18	1	26	14	0	41	0	4	15	6	12	16	6	0	22	0	10	0	0	21	14	0	20	5	12	0	19	5	26	0	4	4	43	1	4	64	29	13	2	4	88	6	19	4	9	13	13	12	1	17	0	2	2	9	0	6	10	7	0	15	0	6	3	2	13	10	0	3	2	7	14	0	13	12	13	11	3	1	13	0	0	5	2	14	1	2	12	0	6	22	0	1	5	20	13	15	11	26	27	6	4	4	21	3	1	0	31	2	0	15	4	0	42	4	2	14	9	58	1	0	0	22	26	5	3	0	4	23	33	4	10	27	5	0	2	20	12	15	7	18	9	66	0	0	38	1	5	10	5	34	11	2	3	16	3	1	4	5	0	15	15	18	10	11	1	13	11	0	53	12	1	19	6	0	1	6	0	21	0	39	8	0	6	15	3	5	4	0	3	16	8	3	7	14	3	38	0	17	7	38	14	3	8	30	0	1	19	4	7	0	0	13	14	23	4	1	12	0	9	22	1	7	12	6	9	4	0	16	17	6	6	0	24	6	12	1	2	5	1	14	9	0	11	3	28	0	18	9	1	9	3	5	2	2	24	6	50	5	0	7	2	12	7	3	6	9	18	12	26	0	7	6	1	0	4	5	11	2	3	2	2	6	2	3	0	28	16	6	12	1	8	0	0	3	1	13	13	27	6	16	3	
56	8	12	1	7	0	1	9	1	31	0	1	0	3	24	0	0	11	1	9	1	2	5	16	6	0	7	0	13	5	3	22	10	3	18	3	15	3	13	20	21	0	5	4	3	27	0	10	5	1	3	0	4	6	30	1	0	0	4	6	0	6	25	1	4	40	1	0	6	0	19	1	0	17	12	7	29	6	12	2	0	11	13	29	1	0	7	0	3	0	2	0	6	0	0	0	5	14	3	15	0	6	22	24	1	1	14	0	1	5	6	0	59	20	47	16	2	1	10	2	7	15	3	0	13	28	0	2	1	2	3	7	10	2	0	4	4	14	21	5	0	1	1	21	2	6	14	2	11	4	3	25	0	5	17	6	8	0	0	0	14	11	13	6	17	2	12	3	6	85	7	1	1	2	8	13	0	2	1	22	2	4	3	0	3	2	28	15	16	3	11	7	0	0	0	7	2	16	1	8	5	24	17	0	2	52	7	28	0	5	6	8	5	36	0	0	8	3	15	9	3	25	2	5	0	14	1	9	1	3	0	4	4	1	74	17	8	0	2	10	2	11	53	28	13	6	13	2	14	0	0	10	3	0	11	0	2	6	0	0	18	3	0	8	0	1	2	4	3	0	1	7	1	5	29	6	0	0	34	0	2	1	5	0	2	2	5	0	8	14	0	11	8	18	1	5	0	12	11	23	13	45	0	0	0	5	9	11	4	1	0	19	6	0	1	1	1	5	0	0	6	10	8	27	7	0	8	7	0	15	4	10	11	2	0	13	4	8	18	0	6	1	0	3	110	15	42	13	4	2	3	0	17	4	0	17	14	1	0	6	21	0	8	5	10	2	32	0	11	2	66	6	0	0	11	0	6	0	15	11	0	4	1	0	1	1	0	1	0	7	21	14	1	8	12	0	1	14	7	48	34	10	40	0	36	1	22	0	0	37	15	2	16	3	0	4	0	6	10	2	22	1	6	0	72	0	0	1	7	37	0	8	49	3	14	3	2	8	0	13	16	0	0	0	1	26	4	7	22	10	2	3	1	5	2	11	9	0	6	0	21	45	0	2	10	4	10	19	0	6	2	1	26	14	16	8	16	0	0	1	5	0	10	0	7	9	5	39	4	0	2	1	17	4	15	0	48	4	3	7	
13	3	0	0	0	19	14	6	10	3	4	4	0	1	7	4	0	24	5	4	5	11	6	28	9	8	7	5	13	0	13	19	0	3	7	5	5	8	18	0	0	0	21	12	5	5	0	5	10	10	3	0	2	0	3	2	5	0	4	13	2	10	5	5	1	5	0	0	0	0	3	4	7	9	5	4	13	8	2	0	28	5	8	0	3	0	2	0	0	3	6	19	5	0	5	16	0	8	0	9	13	13	2	1	0	4	8	2	8	0	5	1	1	15	14	39	0	3	4	12	0	3	59	6	8	5	0	2	6	8	10	2	7	3	16	52	12	0	1	0	0	25	19	0	0	19	0	0	2	0	15	3	9	2	5	11	16	0	0	25	40	1	12	0	0	3	16	0	31	7	9	6	1	2	6	9	0	2	9	9	2	5	0	1	0	5	2	6	6	7	7	17	0	1	1	25	29	17	1	11	0	1	11	0	2	8	9	5	1	0	14	5	1	8	2	11	3	2	1	7	0	2	5	30	0	2	15	2	0	4	2	5	1	0	9	15	1	2	3	1	8	20	7	3	0	7	5	4	6	14	3	5	0	0	2	0	3	8	10	0	0	2	2	3	6	2	4	5	3	0	1	18	4	4	4	2	3	0	24	1	0	0	6	0	3	3	0	2	7	0	0	0	2	10	4	1	3	10	8	1	10	2	8	0	3	8	2	7	3	1	0	12	26	0	0	6	7	5	0	0	2	2	0	5	0	2	14	20	13	8	5	2	2	8	3	6	0	8	5	4	2	0	5	0	10	4	1	10	5	15	14	1	15	3	0	3	0	18	0	2	1	0	0	2	0	0	3	1	2	1	7	1	3	1	0	0	1	0	5	1	0	1	17	12	1	1	0	1	19	5	7	0	9	0	15	27	3	4	4	1	0	10	15	0	17	9	11	4	0	35	5	7	3	5	0	5	0	2	7	5	4	8	11	3	1	0	4	1	9	6	0	4	0	0	0	8	5	0	2	13	3	5	1	1	0	1	16	0	25	3	0	4	4	16	13	0	0	0	9	0	6	0	0	1	5	5	0	1	0	7	3	4	6	4	15	10	9	0	1	6	9	0	8	6	0	1	1	6	7	0	0	5	8	0	5	1	9	16	5	7	
2	6	0	0	16	0	5	38	3	16	0	5	0	0	5	0	1	3	0	13	8	12	8	37	9	52	47	4	10	1	0	50	9	0	27	6	8	41	13	17	30	0	22	1	0	0	0	20	5	3	3	6	0	7	11	0	1	11	10	28	13	14	3	1	0	11	0	0	19	0	4	1	1	11	5	4	24	9	3	0	31	13	22	90	12	0	4	0	0	0	0	0	9	0	0	1	0	11	2	28	7	21	20	4	0	9	12	4	4	0	13	0	19	7	29	19	16	6	17	3	0	46	6	5	28	9	1	5	11	1	2	5	7	4	0	15	1	0	18	1	1	8	11	7	7	16	7	15	10	8	30	22	92	0	36	21	50	0	0	10	0	7	4	7	4	3	21	1	45	12	1	12	8	62	0	10	0	2	8	8	20	20	15	1	0	32	13	21	5	0	6	9	0	0	0	7	80	24	0	23	0	27	5	1	51	47	21	29	0	19	17	20	24	15	0	1	7	7	14	11	0	12	5	5	0	6	4	1	0	21	4	23	5	3	12	20	2	0	0	4	7	5	32	17	19	17	27	7	14	0	5	16	9	0	16	13	2	0	6	0	3	2	3	8	3	0	4	1	27	0	4	2	10	9	7	13	0	3	0	0	2	5	17	0	4	15	0	7	40	7	0	18	10	69	15	18	25	53	1	53	9	3	7	0	0	32	16	12	13	14	0	21	14	0	11	6	0	3	0	0	13	12	0	17	4	2	8	18	0	17	18	6	22	1	4	2	4	0	11	9	2	0	1	61	47	3	2	32	12	39	4	2	13	10	0	3	0	3	1	66	7	6	1	8	1	35	0	34	8	3	3	60	0	0	7	0	9	0	17	5	2	2	7	8	51	8	0	0	0	22	10	4	8	6	32	0	9	11	2	13	15	78	15	0	18	5	7	13	0	0	2	11	4	41	0	4	0	1	23	10	44	0	4	9	1	0	1	0	6	23	0	10	0	4	2	1	7	11	1	7	8	3	0	60	0	9	0	17	5	26	13	4	0	36	14	43	5	0	46	1	9	3	1	1	9	5	0	12	4	13	5	10	143	3	16	3	2	5	0	2	2	0	34	6	6	2	24	23	12	0	2	0	31	1	0	0	56	11	4	2	
2	27	10	1	10	0	3	29	13	9	4	22	1	6	16	1	22	12	1	18	18	27	7	15	14	10	109	1	4	3	58	12	2	54	31	14	25	16	15	28	41	0	5	4	4	1	0	18	13	34	21	2	3	16	27	9	4	0	32	18	26	18	29	3	7	19	9	0	15	0	5	9	1	7	8	6	7	4	3	0	6	20	25	17	6	14	32	0	7	1	1	2	21	5	0	4	11	12	0	8	5	9	8	11	1	20	15	1	4	4	6	0	116	3	6	7	1	18	2	6	4	39	12	5	57	30	0	10	4	1	10	7	8	19	14	2	31	9	41	13	0	20	3	5	9	8	3	8	13	0	11	22	19	25	1	3	41	1	0	8	6	15	26	6	41	1	17	0	10	33	15	2	8	102	8	30	1	3	9	15	16	5	7	0	0	12	2	54	17	10	14	4	2	12	15	11	15	59	0	11	29	11	2	3	19	28	4	43	3	16	11	12	6	28	0	41	9	1	19	14	3	10	0	25	10	50	2	26	0	11	3	10	13	9	26	36	8	1	7	8	8	10	22	8	1	5	27	5	10	0	0	9	5	3	7	5	5	0	5	0	2	22	3	12	7	0	6	10	15	0	12	8	6	5	13	6	4	1	6	5	3	17	5	0	5	26	8	16	52	16	16	21	4	134	15	2	41	16	2	27	14	3	2	4	0	24	33	4	0	15	1	6	13	5	15	23	3	5	0	0	23	19	4	2	1	0	22	6	0	40	29	1	1	5	6	3	7	21	76	5	11	4	26	9	33	8	33	27	29	7	0	13	45	6	4	122	25	2	5	27	21	21	9	7	0	2	51	17	73	4	18	8	1	0	11	0	45	0	10	11	10	4	40	10	2	5	5	3	10	21	30	3	2	6	15	10	3	11	6	12	54	28	18	5	6	4	1	11	0	0	32	23	19	18	7	27	5	1	22	0	11	3	11	2	1	0	0	2	12	36	0	27	6	4	0	5	15	7	9	4	6	18	0	33	0	32	20	0	5	3	7	8	0	16	1	6	11	2	15	2	43	0	0	1	11	25	13	18	0	44	12	4	101	2	12	2	9	1	0	23	15	0	22	2	22	15	9	22	15	10	0	0	9	3	25	0	33	41	5	2	
7	4	27	0	0	0	2	1	10	24	0	16	0	0	3	0	0	10	0	2	0	2	0	0	2	9	7	6	5	0	0	15	2	2	0	0	47	4	1	6	7	0	0	0	0	1	0	13	0	0	0	0	0	15	0	0	0	0	22	2	19	0	1	0	0	1	4	5	2	0	1	1	0	10	0	2	1	0	0	0	5	8	0	20	0	0	1	0	0	2	4	0	0	0	0	0	3	3	1	0	0	0	5	0	0	1	5	0	0	0	0	0	9	1	2	3	0	2	1	12	7	5	0	0	13	2	0	4	4	7	7	0	8	44	0	0	8	8	2	12	0	2	0	2	0	1	0	0	21	0	1	0	0	4	31	0	3	13	0	0	0	0	8	9	10	3	0	2	0	3	2	0	2	5	14	0	0	1	0	43	1	5	4	0	0	22	0	0	12	67	0	0	0	0	1	0	5	7	0	0	0	1	10	0	37	0	4	3	21	2	0	3	21	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	5	0	6	7	2	2	4	0	4	22	0	1	0	10	5	0	24	8	36	0	15	3	0	0	0	0	5	0	4	0	0	7	0	1	0	10	1	2	5	0	0	0	0	2	1	16	1	1	1	5	0	0	28	19	1	0	4	11	0	0	0	0	5	5	12	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	3	1	0	0	0	0	7	0	1	3	1	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	5	7	4	11	3	2	7	2	0	0	13	0	0	0	15	0	8	1	0	0	2	1	1	0	0	0	2	0	0	0	0	0	53	0	0	0	0	5	0	13	0	0	1	0	1	12	3	0	2	0	14	0	0	0	6	1	0	2	5	5	4	7	0	0	0	5	8	0	0	0	0	11	0	5	0	0	1	0	0	6	0	13	26	1	2	0	0	0	0	3	0	0	5	3	1	2	0	0	0	4	0	0	0	0	1	8	21	0	1	0	0	0	6	0	8	5	29	0	1	0	3	4	5	0	0	0	0	1	20	0	0	15	0	6	4	0	0	0	0	0	0	0	0	8	3	7	5	1	0	2	0	2	0	4	0	0	19	4	0	1	6	
1	0	13	2	0	0	0	3	0	0	8	2	0	0	2	12	10	9	0	0	9	0	4	0	0	2	0	4	0	0	0	2	0	0	0	7	15	0	0	2	0	0	1	0	0	0	5	1	0	0	2	0	3	0	0	0	20	0	1	0	0	0	15	0	0	0	17	0	0	0	0	0	0	7	2	1	11	11	84	0	0	0	4	0	0	0	1	0	2	0	0	1	0	0	0	1	13	5	0	0	0	5	0	0	0	0	0	0	1	0	0	20	11	3	0	2	1	0	13	7	0	0	1	0	1	0	0	0	1	24	10	2	0	1	0	3	6	1	4	0	1	0	0	0	0	2	0	0	0	0	4	6	0	19	0	15	0	15	0	0	18	1	2	0	8	3	1	0	3	0	0	5	0	1	0	1	0	0	0	12	0	44	0	8	0	1	5	0	0	2	5	0	0	0	0	16	1	1	0	24	0	10	13	0	0	5	5	1	6	3	2	0	0	0	0	0	0	15	2	1	0	2	0	13	0	4	3	0	52	8	5	5	0	0	13	4	3	15	0	0	0	8	16	0	21	5	0	0	0	0	0	15	0	0	0	3	0	0	6	2	0	0	0	8	0	4	0	0	0	8	0	5	0	0	0	0	0	2	0	0	3	0	3	0	1	0	0	0	0	0	21	0	22	4	3	5	0	6	1	0	0	0	0	0	0	22	8	0	0	0	0	11	3	0	22	3	0	0	0	0	0	2	2	6	0	0	0	19	1	0	0	2	0	12	0	10	0	14	0	0	1	14	0	0	6	5	4	2	0	7	0	0	0	1	0	2	0	0	0	0	19	5	3	10	5	0	0	1	5	0	2	0	0	0	0	0	0	0	4	10	0	0	11	0	0	0	0	0	4	0	0	3	0	0	2	0	0	0	10	0	6	0	4	0	1	4	10	10	0	0	0	0	7	5	0	0	0	0	14	5	2	12	5	0	10	0	5	2	10	0	0	7	1	3	1	0	0	0	30	2	0	0	0	0	8	11	7	0	44	0	5	1	0	6	21	3	2	1	0	0	0	0	0	10	0	0	48	16	0	0	0	4	0	39	0	6	22	27	5	0	0	0	0	22	2	2	1	0	0	0	2	0	0	1	0	9	0	0	4	3	
33	2	0	0	31	0	1	9	0	0	2	0	2	0	19	0	20	10	8	10	19	0	1	3	0	7	1	17	2	1	0	7	28	3	16	2	0	1	6	20	4	0	0	0	1	4	8	7	0	0	2	0	0	8	11	0	0	0	5	3	0	19	5	3	0	6	24	7	28	0	11	14	0	0	4	3	2	0	0	0	0	2	4	8	3	0	7	0	5	3	0	0	0	0	0	0	0	8	0	6	1	9	31	2	0	7	20	0	6	4	0	0	2	6	12	0	0	0	0	4	2	4	0	0	0	2	0	0	4	0	1	37	14	5	0	1	3	0	20	25	27	4	0	2	0	8	5	2	25	6	8	1	0	23	8	4	0	0	0	0	1	6	7	0	28	16	0	0	5	2	2	7	0	1	11	0	0	1	0	14	0	7	0	0	0	9	12	0	17	2	20	0	0	0	18	11	38	3	0	4	0	8	3	1	12	3	0	2	4	0	2	2	9	0	2	0	0	0	5	8	0	0	5	12	0	5	8	1	0	0	0	0	9	3	13	7	0	19	2	0	1	14	4	6	32	1	14	0	4	0	4	0	3	5	0	0	3	0	1	0	0	1	0	38	9	5	1	2	0	5	0	5	2	17	5	47	0	0	0	0	5	4	0	0	5	0	0	0	2	0	2	3	5	6	1	25	5	19	0	13	0	0	0	0	0	0	5	1	0	2	0	0	0	0	0	0	20	1	0	2	1	0	0	66	0	0	34	5	10	4	3	4	0	27	3	5	104	0	0	7	8	6	0	0	6	0	5	8	0	4	0	10	1	11	0	0	4	0	0	5	7	7	1	3	0	10	0	20	5	3	1	0	0	0	0	0	2	16	0	0	0	0	0	0	23	0	0	0	0	10	0	0	0	1	2	0	23	1	8	1	2	10	2	1	2	12	0	0	0	0	0	0	0	0	6	18	0	0	0	0	2	3	6	4	1	0	8	0	10	0	0	1	2	13	1	3	0	1	8	0	4	0	1	5	5	11	1	0	5	0	0	16	0	5	9	6	8	0	9	0	20	0	6	0	3	0	1	3	0	0	10	0	0	4	0	10	0	5	6	0	0	0	15	1	20	0	1	1	0	19	0	0	1	0	2	1	21	1	2	0	
